date,total_normal_beds,total_o2_beds,total_icu_beds,total_ventilator_beds,occupied_normal_beds,occupied_o2_beds,occupied_icu_beds,occupied_ventilator_beds
2022-04-19,738,255,1,0,6
2022-04-20,738,255,1,0,6
2022-04-21,738,255,1,0,6
2022-04-22,738,255,1,0,6
2022-04-23,738,255,1,0,6
2022-04-24,738,255,1,0,6
2022-04-25,738,255,1,0,6
2022-04-26,738,255,1,0,6
2022-04-27,738,255,1,0,6
2022-04-28,738,255,1,0,6
2022-04-29,738,255,1,0,6
2022-04-30,738,255,1,0,6
2022-05-01,738,255,1,0,6
2022-05-02,738,255,1,0,6
2022-05-03,738,255,1,0,6
2022-05-04,738,255,1,0,6
2022-05-05,738,255,1,0,6
2022-05-06,738,255,1,0,6
2022-05-07,738,255,1,0,6
2022-05-08,738,255,1,0,6
2022-05-09,738,255,1,0,6
2022-05-10,738,255,1,0,6
2022-05-11,738,255,1,0,6
2022-05-12,738,255,1,0,6
2022-05-13,738,255,1,0,6
2022-05-14,738,255,1,0,6
2022-05-15,738,255,1,0,6
2022-05-16,738,255,1,0,6
2022-05-17,738,255,1,0,6
2022-05-18,738,255,1,0,6
2022-05-19,738,255,1,0,6
2022-05-20,738,255,1,0,6
2022-05-21,738,255,1,0,6
2022-05-22,738,255,1,0,6
2022-05-23,738,255,1,0,6
2022-05-24,738,255,1,0,6
2022-05-25,738,255,1,0,6
2022-05-26,738,255,1,0,6
2022-05-27,738,255,1,0,6
2022-05-28,738,255,1,0,6
2022-05-29,738,255,1,0,6
2022-05-30,738,255,1,0,6
2022-05-31,738,255,1,0,6
2022-06-01,738,255,1,0,6
2022-06-02,738,255,1,0,6
2022-06-03,738,255,1,0,6
2022-06-04,738,255,1,0,6
2022-06-05,738,255,1,0,6
2022-06-06,738,255,1,0,6
2022-06-07,738,255,1,0,6
2022-06-08,738,255,1,0,6
2022-06-10,738,255,1,0,6
2022-06-12,738,255,1,0,6
2022-06-13,738,255,1,0,6
2022-06-14,738,255,1,0,6
2022-06-15,738,255,1,0,6
2022-06-16,738,255,1,0,6
2022-06-17,738,255,1,0,6
2022-06-18,738,255,1,0,6
2022-06-19,738,255,1,0,6
2022-06-20,738,255,1,0,6
2022-06-21,738,255,1,0,6
2022-06-22,738,255,1,0,6
2022-06-23,738,255,1,0,6
2022-06-24,678,215,1,0,6
2022-06-25,678,215,1,0,6
2022-06-26,678,215,1,0,6
2022-06-27,678,215,1,0,6
2022-06-28,678,215,1,0,6
2022-06-29,678,215,1,0,6
2022-06-30,678,215,1,0,6
2022-07-01,678,215,1,0,6
2022-07-02,678,215,1,0,6
2022-07-03,678,215,1,0,6
2022-07-04,678,215,1,0,6
2022-07-05,678,215,1,0,6
2022-07-06,678,215,2,0,6
2022-07-07,678,215,4,0,6
2022-07-08,678,215,3,0,6
2022-07-09,678,215,3,0,6
2022-07-10,678,215,3,0,6
2022-07-11,677,215,0,0,6
2022-07-12,677,215,0,0,6
2022-07-13,678,215,0,0,6
2022-07-14,678,215,0,0,6
2022-07-15,678,215,0,0,6
2022-07-16,678,215,0,0,6
2022-07-17,675,215,-3,0,6
2022-07-18,675,215,-3,0,6
2022-07-19,675,215,-3,0,6
2022-07-20,675,215,-3,0,6
2022-07-21,675,215,0,0,6
2022-07-22,674,215,0,0,6
2022-07-23,673,215,0,0,6
2022-07-24,675,215,0,0,6
2022-07-25,675,215,0,0,6
2022-07-26,675,215,0,0,6
2022-07-27,676,215,0,0,6
2022-07-28,675,215,0,0,6
2022-07-29,676,215,0,0,6
2022-07-30,676,215,0,0,6
2022-07-31,676,215,0,0,6
2022-08-01,676,215,0,0,6
2022-08-02,675,215,-1,0,6
2022-08-03,675,215,-1,0,6
2022-08-04,674,215,0,0,6
2022-08-05,675,215,0,0,6
2022-08-06,674,215,-1,0,6
2022-08-07,674,215,-1,0,6
2022-08-08,675,215,0,0,6
2022-08-10,674,215,0,0,6
2022-08-11,674,215,0,0,6
2022-08-12,674,215,0,0,6
2022-08-13,674,215,0,0,6
2022-08-14,674,215,0,0,6
2022-08-15,674,215,0,0,6
2022-08-16,674,215,0,0,6
2022-08-17,674,215,0,0,6
2022-08-18,674,215,0,0,6
2022-08-19,674,215,0,0,6
2022-08-20,674,215,0,0,6
2022-08-21,674,215,0,0,6
2022-08-22,674,215,0,0,6
2022-08-23,674,215,0,0,6
2022-08-24,674,215,0,0,6
2022-08-25,674,215,0,0,6
2022-08-26,674,215,0,0,6
2022-08-27,674,215,0,0,6
2022-08-28,674,215,0,0,6
2022-08-29,674,215,0,0,6
2022-08-30,674,215,0,0,6
2022-08-31,674,215,0,0,6
2022-09-01,674,215,0,0,6
2022-09-02,674,215,0,0,6
2022-09-03,674,215,0,0,6
2022-09-04,674,215,0,0,6
2022-09-05,674,215,0,0,6
2022-09-06,674,215,0,0,6
2022-09-07,674,215,0,0,6
2022-09-08,674,215,0,0,6
2022-09-09,674,215,0,0,6
2022-09-10,674,215,0,0,6
2022-09-11,674,215,0,0,6
2022-09-12,674,215,0,0,6
2022-09-13,674,215,0,0,6
2022-09-14,674,215,0,0,6
2022-09-15,674,215,0,0,6
2022-09-16,674,215,0,0,6
2022-09-17,674,215,0,0,6
2022-09-18,674,215,0,0,6
2022-09-19,674,215,0,0,6
2022-09-20,674,215,0,0,6
2022-09-21,674,215,0,0,6
2022-09-22,674,215,0,0,6
2022-09-23,674,215,0,0,6
2022-09-24,674,215,0,0,6
2022-09-25,674,215,0,0,6
2022-09-26,674,215,0,0,6
2022-09-27,674,215,0,0,6
2022-09-28,674,215,0,0,6
2022-09-29,674,215,0,0,6
2022-09-30,674,215,0,0,6
2022-10-01,674,215,0,0,6
2022-10-02,674,215,0,0,6
2022-10-03,674,215,0,0,6
2022-10-04,674,215,0,0,6
2022-10-05,674,215,0,0,6
2022-10-06,674,215,0,0,6
2022-10-07,674,215,0,0,6
2022-10-08,674,215,0,0,6
2022-10-09,674,215,0,0,6
2022-10-10,674,215,0,0,6
2022-10-11,674,215,0,0,6
2022-10-12,674,215,0,0,6
2022-10-13,674,215,0,0,6
2022-10-14,674,215,0,0,6
2022-10-15,674,215,0,0,6
2022-10-16,674,215,0,0,6
2022-10-17,674,215,0,0,6
2022-10-18,674,215,0,0,6
2022-10-19,674,215,0,0,6
2022-10-20,674,215,0,0,6
2022-10-21,674,215,0,0,6
2022-10-22,674,215,0,0,6
2022-10-23,674,215,0,0,6
2022-10-24,674,215,0,0,6
2022-10-25,674,215,0,0,6
2022-10-26,674,215,0,0,6
2022-10-27,674,215,0,0,6
2022-10-28,674,215,0,0,6
2022-10-29,674,215,0,0,6
2022-10-30,674,215,0,0,6
2022-10-31,674,215,0,0,6
2022-11-01,674,215,0,0,6
2022-11-02,674,215,0,0,6
2022-11-03,674,215,0,0,6
2022-11-04,674,215,0,0,6
2022-11-05,674,215,0,0,6
2022-11-06,674,215,0,0,6
2022-11-07,674,215,0,0,6
2022-11-08,674,215,0,0,6
2022-11-09,674,215,0,0,6
2022-11-10,674,215,0,0,6
2022-11-11,674,215,0,0,6
2022-11-12,674,215,0,0,6
2022-11-13,674,215,0,0,6
2022-11-14,0,0,0,0,0
2022-11-15,674,215,0,0,6
2022-11-16,674,215,0,0,6
2022-11-17,674,215,0,0,6
2022-11-18,674,215,0,0,6
2022-11-19,674,215,0,0,6
2022-11-20,674,215,0,0,6
2022-11-21,674,215,0,0,6
2022-11-22,674,215,0,0,6
2022-11-23,674,215,0,0,6
2022-11-24,674,215,0,0,6
2022-11-25,674,215,0,0,6
2022-11-26,674,215,0,0,6
2022-11-27,674,215,0,0,6
2022-11-28,674,215,0,0,6
2022-11-29,674,215,0,0,6
2022-11-30,674,215,0,0,6
2022-12-01,674,215,0,0,6
2022-12-02,674,215,0,0,6
2022-12-03,674,215,0,0,6
2022-12-04,674,215,0,0,6
2022-12-05,674,215,0,0,6
2022-12-06,674,215,0,0,6
2022-12-07,674,215,0,0,6
2022-12-08,674,215,0,0,6
2022-12-09,674,215,0,0,6
2022-12-10,674,215,0,0,6
2022-12-11,674,215,0,0,6
