date,total_normal_beds,total_o2_beds,total_icu_beds,total_ventilator_beds,occupied_normal_beds,occupied_o2_beds,occupied_icu_beds,occupied_ventilator_beds
2022-03-24,1798,2386,920,740,1,0,4,0
2022-03-25,1798,2386,920,740,1,0,4,0
2022-03-26,1798,2386,920,740,1,0,4,0
2022-03-27,1798,2386,920,740,1,0,4,0
2022-03-28,1798,2386,920,740,1,0,4,0
2022-03-29,1798,2386,920,740,1,0,3,0
2022-03-30,1798,2386,920,740,1,0,3,0
2022-03-31,1798,2386,920,740,1,0,3,0
2022-04-01,1798,2386,920,740,1,0,3,0
2022-04-02,1798,2386,920,740,1,0,3,0
2022-04-03,1798,2386,920,740,1,0,3,0
2022-04-04,1798,2386,920,740,1,0,3,0
2022-04-05,1798,2386,920,740,1,0,3,0
2022-04-06,1798,2386,920,740,1,0,3,0
2022-04-07,1798,2386,920,740,1,0,3,0
2022-04-08,1798,2386,920,740,1,0,3,0
2022-04-09,1798,2386,920,740,1,0,3,0
2022-04-10,1798,2386,920,740,1,0,3,0
2022-04-11,1798,2386,920,740,1,0,3,0
2022-04-12,1798,2386,920,740,1,0,3,0
2022-04-13,1798,2386,920,740,1,0,3,0
2022-04-14,1798,2386,920,740,1,0,3,0
2022-04-15,1798,2386,920,740,1,0,3,0
2022-04-16,1798,2386,920,740,1,0,3,0
2022-04-17,1798,2386,920,740,1,0,3,0
2022-04-18,1798,2386,920,740,2,0,3,0
2022-04-19,1798,2386,920,740,2,0,3,0
2022-04-20,1798,2386,920,740,2,0,3,0
2022-04-21,1798,2386,920,740,2,0,3,0
2022-04-22,1798,2386,920,740,2,0,3,1
2022-04-23,1798,2386,920,740,2,0,4,0
2022-04-24,1798,2386,920,740,2,0,3,0
2022-04-25,1798,2386,920,740,2,0,3,0
2022-04-26,1798,2386,920,740,2,0,3,0
2022-04-27,1798,2386,920,740,2,0,3,0
2022-04-28,1798,2386,920,740,1,0,3,0
2022-04-29,1798,2386,920,740,1,0,3,0
2022-04-30,1798,2386,920,740,1,0,3,0
2022-05-01,1798,2386,920,740,1,0,3,0
2022-05-02,1798,2386,920,740,1,0,3,0
2022-05-03,1798,2386,920,740,1,0,3,0
2022-05-04,1798,2386,920,740,1,0,3,0
2022-05-05,1798,2386,920,740,1,0,3,0
2022-05-06,1798,2386,920,740,1,0,3,0
2022-05-07,1798,2386,920,740,1,0,3,0
2022-05-08,1798,2386,920,740,1,0,3,0
2022-05-09,1798,2386,920,740,1,0,3,0
2022-05-10,1798,2386,920,740,1,0,3,0
2022-05-11,1798,2386,920,740,1,0,3,0
2022-05-12,1798,2386,920,740,1,0,3,0
2022-05-13,1798,2386,920,740,1,0,3,0
2022-05-14,1798,2386,920,740,1,0,3,0
2022-05-15,1798,2386,920,740,1,0,3,0
2022-05-16,1798,2386,920,740,1,0,3,0
2022-05-17,1798,2386,920,740,1,0,3,0
2022-05-18,1798,2386,920,740,2,0,3,0
2022-05-19,1798,2386,920,740,5,0,3,0
2022-05-20,1798,2386,920,740,5,0,3,0
2022-05-21,1798,2386,920,740,5,0,3,0
2022-05-22,1798,2386,920,740,4,0,3,0
2022-05-23,1798,2386,920,740,4,0,3,0
2022-05-24,1798,2386,920,740,5,0,3,0
2022-05-25,1798,2386,920,740,5,0,3,0
2022-05-26,1798,2386,920,740,5,0,3,0
2022-05-27,1798,2386,920,740,4,0,3,0
2022-05-28,1798,2386,920,740,4,0,3,0
2022-05-29,1798,2386,920,740,7,0,3,0
2022-05-30,1798,2386,920,740,7,0,3,0
2022-05-31,1798,2386,920,740,7,0,3,0
2022-06-01,1798,2386,920,740,7,0,3,0
2022-06-02,1798,2386,920,740,7,0,3,0
2022-06-03,1798,2386,920,740,7,0,3,0
2022-06-04,1798,2386,920,740,4,0,3,0
2022-06-05,1798,2386,920,740,4,0,3,0
2022-06-06,1798,2386,920,740,4,0,3,0
2022-06-07,1798,2386,920,740,4,0,3,0
2022-06-08,1798,2386,920,740,4,0,3,0
2022-06-10,1798,2386,920,740,6,1,3,0
2022-06-11,1798,2386,920,740,6,1,1,0
2022-06-12,1798,2386,920,740,8,1,1,0
2022-06-13,1812,2390,920,740,8,1,1,0
2022-06-14,1830,2412,921,746,8,1,1,0
2022-06-15,1830,2412,921,746,9,1,1,0
2022-06-16,1830,2412,921,746,10,0,1,0
2022-06-17,1830,2412,921,746,8,0,1,0
2022-06-18,1830,2412,921,746,5,0,1,0
2022-06-19,1830,2412,921,746,7,0,1,0
2022-06-20,1830,2412,921,746,7,0,1,0
2022-06-21,1830,2412,921,746,6,0,1,0
2022-06-22,1830,2416,925,748,5,0,2,0
2022-06-23,1830,2416,925,748,8,0,1,0
2022-06-24,1830,2416,925,748,9,2,1,0
2022-06-25,1830,2416,925,748,8,1,1,0
2022-06-26,1830,2416,925,748,8,1,1,1
2022-06-27,1830,2416,925,748,9,1,1,1
2022-06-28,1830,2426,925,748,5,1,1,1
2022-06-29,1830,2426,925,748,5,1,1,1
2022-06-30,1830,2426,925,748,4,1,1,1
2022-07-01,1830,2426,925,748,4,1,2,1
2022-07-02,1830,2426,925,748,4,1,1,1
2022-07-03,1830,2426,925,748,5,1,1,1
2022-07-04,1830,2426,925,748,9,1,1,0
2022-07-05,1830,2426,925,748,15,1,0,0
2022-07-06,1830,2426,925,748,17,2,0,0
2022-07-07,1830,2426,925,748,16,2,0,0
2022-07-08,1830,2426,925,748,17,2,0,0
2022-07-09,1830,2426,925,748,18,6,0,0
2022-07-10,1830,2426,925,748,18,4,0,1
2022-07-11,1830,2426,925,748,13,4,0,1
2022-07-12,1830,2426,925,748,12,2,0,0
2022-07-13,1830,2426,925,748,9,3,0,1
2022-07-14,1830,2426,925,748,11,3,0,2
2022-07-15,1830,2426,925,748,10,3,0,1
2022-07-16,1830,2426,925,748,12,3,1,1
2022-07-17,1830,2426,925,748,18,4,1,1
2022-07-18,1830,2426,925,748,19,5,2,2
2022-07-19,1830,2434,930,751,17,9,2,1
2022-07-20,1830,2434,930,751,19,11,2,1
2022-07-21,1830,2434,930,751,18,9,2,1
2022-07-22,1830,2434,930,751,19,5,2,2
2022-07-23,1830,2434,930,751,15,7,3,1
2022-07-24,1830,2434,930,751,14,6,3,1
2022-07-25,1830,2434,930,751,17,5,3,1
2022-07-26,1839,2444,935,754,23,8,5,1
2022-07-27,1839,2444,935,754,24,6,5,1
2022-07-28,1839,2444,935,754,37,7,6,3
2022-07-29,1839,2444,935,754,36,6,6,4
2022-07-30,1839,2444,935,754,38,6,7,3
2022-07-31,1839,2444,935,754,39,6,8,2
2022-08-01,1839,2444,935,754,40,13,8,4
2022-08-02,1839,2444,935,754,41,14,7,2
2022-08-03,1839,2444,935,754,45,20,7,1
2022-08-04,1839,2444,935,754,49,20,6,1
2022-08-05,1839,2444,935,754,43,18,10,2
2022-08-06,1839,2444,935,754,37,12,10,2
2022-08-07,1839,2444,935,754,38,16,9,3
2022-08-08,1839,2444,935,754,37,14,9,4
2022-08-09,1839,2444,935,754,40,16,9,3
2022-08-10,1839,2444,935,754,40,21,9,2
2022-08-11,1839,2444,935,754,42,22,9,2
2022-08-12,1839,2444,935,754,47,14,9,3
2022-08-13,1839,2444,935,754,49,17,9,2
2022-08-14,1839,2444,935,754,46,15,9,3
2022-08-15,1839,2444,935,754,44,14,9,3
2022-08-16,1839,2444,935,754,41,19,9,2
2022-08-17,1839,2444,935,754,33,15,9,3
2022-08-18,1839,2444,935,754,32,15,9,4
2022-08-19,1839,2444,935,754,30,16,9,3
2022-08-20,1839,2444,935,754,28,15,9,2
2022-08-21,1839,2444,935,754,25,14,9,3
2022-08-22,1839,2444,935,754,26,13,9,3
2022-08-23,1839,2444,935,754,27,11,9,7
2022-08-24,1839,2444,935,754,29,13,9,3
2022-08-25,1839,2444,935,754,32,16,9,3
2022-08-26,1839,2444,935,754,32,17,9,2
2022-08-27,1839,2444,935,754,34,17,9,2
2022-08-28,1839,2444,935,754,30,16,10,5
2022-08-29,1839,2444,935,754,29,17,10,5
2022-08-30,1839,2444,935,754,30,16,10,5
2022-08-31,1839,2444,935,754,29,16,10,7
2022-09-01,1839,2444,935,754,27,15,10,5
2022-09-02,1839,2444,935,754,26,9,4,5
2022-09-03,1839,2444,935,754,28,10,3,5
2022-09-04,1839,2444,935,754,19,8,4,5
2022-09-05,1839,2444,935,754,19,9,4,4
2022-09-06,1839,2444,935,754,21,9,4,3
2022-09-07,1839,2444,935,754,21,8,4,2
2022-09-08,1839,2444,935,754,19,9,4,1
2022-09-09,1839,2444,935,754,20,8,5,1
2022-09-10,1839,2444,935,754,21,7,5,1
2022-09-11,1839,2444,935,754,21,6,5,1
2022-09-12,1839,2444,935,754,21,6,5,1
2022-09-13,1839,2444,935,754,21,5,5,1
2022-09-14,1839,2444,935,754,20,5,6,1
2022-09-15,1839,2444,935,754,19,6,6,1
2022-09-16,1839,2444,935,754,18,8,5,1
2022-09-17,1839,2444,935,754,18,7,5,1
2022-09-18,1839,2444,935,754,17,7,5,2
2022-09-19,1839,2444,935,754,16,8,5,2
2022-09-20,1839,2444,935,754,16,9,5,3
2022-09-21,1839,2444,935,754,15,6,5,3
2022-09-22,1839,2444,935,754,14,7,4,1
2022-09-23,1839,2444,935,754,13,7,3,1
2022-09-24,1839,2444,935,754,13,6,3,1
2022-09-25,1839,2444,935,754,12,7,3,1
2022-09-26,1839,2444,935,754,11,8,3,1
2022-09-27,1839,2444,935,754,11,8,3,1
2022-09-28,1839,2444,935,754,10,8,3,0
2022-09-29,1839,2444,935,754,10,8,3,0
2022-09-30,1839,2444,935,754,10,9,3,1
2022-10-01,1839,2444,935,754,10,6,3,1
2022-10-02,1839,2444,935,754,10,5,3,1
2022-10-03,1839,2444,935,754,10,5,3,0
2022-10-04,1839,2444,935,754,10,6,3,0
2022-10-05,1839,2444,935,754,12,6,3,0
2022-10-06,1839,2444,935,754,12,6,3,0
2022-10-07,1839,2444,935,754,11,6,3,0
2022-10-08,1839,2444,935,754,12,6,3,0
2022-10-09,1839,2444,935,754,12,6,3,0
2022-10-10,1839,2444,935,754,11,5,3,1
2022-10-11,1839,2444,935,754,12,7,3,1
2022-10-12,1839,2444,935,754,12,9,3,0
2022-10-13,1839,2444,935,754,11,8,3,0
2022-10-14,1839,2444,935,754,10,8,3,0
2022-10-15,1839,2444,935,754,13,7,3,0
2022-10-16,1839,2444,935,754,11,6,3,0
2022-10-17,1839,2444,935,754,11,6,3,0
2022-10-18,1839,2444,935,754,12,6,3,0
2022-10-19,1839,2444,935,754,11,6,3,0
2022-10-20,1839,2444,935,754,10,6,3,0
2022-10-21,1839,2444,935,754,9,6,3,0
2022-10-22,1839,2444,935,754,9,6,3,0
2022-10-23,1839,2444,935,754,9,5,3,0
2022-10-24,1839,2444,935,754,9,5,3,0
2022-10-25,1839,2444,935,754,9,5,3,0
2022-10-26,1839,2444,935,754,9,6,3,0
2022-10-27,1839,2444,935,754,8,6,3,0
2022-10-28,1839,2444,935,754,7,6,3,0
2022-10-29,1839,2444,935,754,8,6,3,0
2022-10-30,1839,2444,935,754,8,6,3,0
2022-10-31,1839,2444,935,754,8,6,3,0
2022-11-01,1839,2444,935,754,8,6,3,0
2022-11-02,1839,2444,935,754,7,6,3,0
2022-11-03,1839,2444,935,754,9,5,3,0
2022-11-04,1839,2444,935,754,9,5,3,0
2022-11-05,1839,2444,935,754,9,6,4,0
2022-11-06,1839,2444,935,754,9,5,4,1
2022-11-07,1839,2444,935,754,9,5,4,1
2022-11-08,1839,2444,935,754,10,5,4,1
2022-11-09,1839,2444,935,754,8,5,4,0
2022-11-10,1839,2444,935,754,8,5,4,0
2022-11-11,1839,2444,935,754,8,5,3,0
2022-11-12,1839,2444,935,754,8,5,3,0
2022-11-13,1839,2444,935,754,7,5,3,0
2022-11-14,1839,2444,935,754,7,5,3,0
2022-11-15,1839,2444,935,754,7,5,3,0
2022-11-16,1839,2444,935,754,8,5,3,0
2022-11-17,1839,2444,935,754,8,5,3,0
2022-11-18,1839,2444,935,754,9,5,3,0
2022-11-19,1839,2444,935,754,7,5,3,0
2022-11-20,1839,2444,935,754,7,5,3,0
2022-11-21,1839,2444,935,754,7,5,3,0
2022-11-22,1839,2444,935,754,7,5,3,0
2022-11-23,1839,2444,935,754,7,5,3,0
2022-11-24,1839,2444,935,754,7,5,3,0
2022-11-25,1839,2444,935,754,7,5,3,0
2022-11-26,1839,2444,935,754,7,5,3,0
2022-11-27,1839,2444,935,754,7,5,3,0
2022-11-28,1839,2444,935,754,7,5,3,0
2022-11-29,1839,2444,935,754,7,5,3,0
2022-11-30,1839,2444,935,754,7,5,3,0
2022-12-01,1839,2444,935,754,7,5,3,0
2022-12-02,1839,2444,935,754,7,5,3,0
2022-12-03,1839,2444,935,754,7,5,3,0
2022-12-04,1839,2444,935,754,7,5,3,0
2022-12-05,1839,2444,935,754,7,5,3,0
2022-12-06,1839,2444,935,754,7,5,3,0
2022-12-07,1839,2444,935,754,7,5,3,0
2022-12-08,1839,2444,935,754,7,5,3,0
2022-12-09,1839,2444,935,754,7,5,3,0
2022-12-10,1839,2444,935,754,7,5,3,0
2022-12-11,1839,2444,935,754,7,5,3,0
2022-12-12,1839,2444,935,754,7,5,3,0
2022-12-13,1839,2444,935,754,7,5,3,0
2022-12-14,1839,2444,935,754,7,5,3,0
2022-12-15,1839,2444,935,754,7,5,3,0
2022-12-16,1839,2444,935,754,7,5,3,0
2022-12-17,1839,2444,935,754,7,5,3,0
2022-12-18,1839,2444,935,754,7,5,3,0
2022-12-19,1839,2444,935,754,7,5,3,0
2022-12-20,1839,2444,935,754,7,5,3,0
2022-12-21,1839,2444,935,754,7,5,3,0
