date,total_normal_beds,total_o2_beds,total_icu_beds,total_ventilator_beds,occupied_normal_beds,occupied_o2_beds,occupied_icu_beds,occupied_ventilator_beds
2022-05-23,0,165,0,63,0,3,0,0
2022-05-24,0,165,0,63,0,3,0,0
2022-05-25,0,0,0,0,0,0,0,0
2022-05-26,0,165,0,63,0,3,0,0
2022-05-27,0,165,0,63,0,0,0,0
2022-05-28,0,165,0,63,0,0,0,0
2022-05-29,0,0,0,0,0,0,0,0
2022-05-30,0,5,0,15,0,0,0,0
2022-05-31,0,0,0,0,0,0,0,0
2022-06-01,0,165,0,63,0,0,0,0
2022-06-02,0,165,0,63,0,0,0,0
2022-06-03,0,165,0,63,0,1,0,0
2022-06-04,0,165,0,63,0,1,0,0
2022-06-05,0,0,0,0,0,0,0,0
2022-06-06,0,165,0,63,0,1,0,0
2022-06-07,0,165,0,63,0,1,0,0
2022-06-08,0,0,0,0,0,0,0,0
2022-06-10,0,165,0,63,0,1,0,0
2022-06-11,0,395,0,83,0,8,0,7
2022-06-12,0,0,0,0,0,0,0,0
2022-06-13,0,165,0,63,0,5,0,0
2022-06-14,0,0,0,0,0,0,0,0
2022-06-15,0,395,0,83,0,15,0,3
2022-06-16,0,165,0,63,0,5,0,0
2022-06-17,0,165,0,63,0,2,0,0
2022-06-18,0,395,0,83,0,14,0,6
2022-06-19,0,5,0,15,0,0,0,0
2022-06-20,0,230,0,20,0,7,0,7
2022-06-21,0,395,0,83,0,15,0,6
2022-06-22,0,0,0,0,0,0,0,0
2022-06-23,0,395,0,83,0,15,0,6
2022-06-24,0,230,0,20,0,5,0,3
2022-06-25,0,230,0,20,0,6,0,4
2022-06-26,0,0,0,0,0,0,0,0
2022-06-27,0,395,0,83,0,10,0,5
2022-06-28,0,235,0,35,0,6,0,3
2022-06-29,0,230,0,20,0,9,0,4
2022-06-30,0,230,0,20,0,10,0,5
2022-07-02,0,0,0,0,0,0,0,0
2022-07-03,0,0,0,0,0,0,0,0
2022-07-04,0,395,0,83,0,15,0,5
2022-07-05,0,395,0,83,0,11,0,2
2022-07-06,0,230,0,20,0,2,0,7
2022-07-07,0,0,0,0,0,0,0,0
2022-07-08,0,0,0,0,0,0,0,0
2022-07-09,0,0,0,0,0,0,0,0
